STF_Weighted_Slope,STF_ActualReturnPerDay
-0.0025859304860843934,-0.03298946971256081
-0.003374227560143712,-0.03155345260471855
-0.003940345243075745,-0.00962035869263155
-0.0034727720875584295,-0.04290439580087357
-0.003661212881987397,0.0025518470511989915
-0.002717631089016147,0.006549066169126094
-0.001830371250405452,-0.021101910603754506
-0.002808252013676759,0.027701971877860006
-0.00105334023036655,0.02353766474273097
-0.0006536669612966973,0.0006381211574017843
-0.0015195450004391092,0.019996905141953347
-0.0015820724841660778,0.0043679802955665014
-0.0053042084481148884,-0.006514653978788778
-0.005742615286971844,0.0006822690724667898
-0.003908059854599726,0.0010831294871231911
-0.0043824907556772605,-0.0026533644661429806
-0.005320602003908596,0.005866124014322825
-0.003326945412311265,0.001459543166860271
-0.0017501263797338026,0.007403948683827583
-0.0009159283868586195,0.008505318970435272
-0.001522022344111875,-0.006239237513091114
-0.001185717907981179,-0.014440575932646027
-0.001933018820200037,-0.010144766630615762
-0.0019101452447302623,-0.0028922781867844285
-0.0024124610682437955,0.008639507679788438
-0.0027441357781850533,-0.03603527904897032
-0.0031707915417534763,0.0003821041640280113
-0.0027809612564786727,-0.010182503009358159
-0.003400720308266539,-0.008287085450043228
-0.0037607841028451067,-0.003202748856695638
0.000977953677083046,-0.007769099442037353
-0.00018014530202948518,-0.02296228954805251
-0.0009573382425595931,-0.009927644242054317
-0.0011618179186568237,0.0017730496453900138
-0.001278836787390279,-0.006740001418900473
-0.0017729309310909429,-0.023398212947785546
-0.003038745630445024,-0.051401567625494936
-0.0024623879288657893,-0.0071029174155365915
-0.0019031027224422703,-0.04938993595188355
-0.0020144989509504607,0.0012219063610581966
-0.0010149760149760123,-0.0010822510822511011
-0.001398814519932531,0.008164064685803853
-0.000645299627979867,-0.009559964421604105
-0.0014718330169984847,-0.022742028512844605
-0.0011804022221296425,0.0009414345306774666
-0.0018291951541321801,0.0033585222502099388
-0.0021048586798736225,-0.011867989483794772
0.003098829860074796,-0.055304107632975774
-0.00051256859837835,0.028590570841084944
0.0006737703871338489,-0.012197731255187695
9.657784311196596e-05,0.005458170423915984
0.0002633289239807138,0.06113862599431024
0.002482705189584876,-0.010283871147911763
-0.00041088052690541315,-0.00751589046887997
-0.00019120378970834356,-0.014769397485912383
-0.0009682509582631198,-0.04424489850599449
-0.0010448133041628573,-0.01053974956156513
-0.00040893968803698837,-0.003425347572033107
-0.00012891593747490538,-0.0025266628717496905
-0.0005883169458507602,0.039744303241650736
0.0004886406406825017,0.002354117876658639
-0.00043995103153735704,0.04771491177970054
0.0011520517589126956,0.04565833579545158
0.00034283995328140407,-0.00840467846732669
-0.0002055169894044571,-0.05306905370844006
-0.0002538308745089509,-0.0002864190766370675
-0.0007592254461315478,0.004023604234977686
-0.002047425697526509,-0.013946083133896737
-0.0025622416324361428,-0.006011584238229566
-0.002094939878744596,-0.004274602139199946
-0.00272239843419194,-0.015993806723657928
-0.0026381707105630836,-0.017750053544656273
-0.0031395008786961943,-0.012373490979356812
-0.003640067721757711,-0.0034353185344542857
-0.00231635052139978,0.01863524406627859
-0.0011476424618611914,0.03502262309147162
0.0008271221063655135,0.032461499012021805
0.0005833023707271833,-0.005174424772960333
-0.00011694063199923534,0.009645629108656401
0.000727960786626474,-0.009881832187946027
0.0011059806099642036,0.017731441468492242
0.0014888821181625817,0.0018705680470385688
0.002057089232822319,-0.029613807245386155
5.377027658353621e-05,-0.0018010323998236518
-0.0011138014527845015,0.01016949152542379
-0.0026315663393536963,-0.00044443637190514675
-7.296185420534577e-05,-0.010132092106324264
-0.00024090384320726556,0.009691198834469242
0.0026152435436022203,-0.022892141757435005
-0.0008009825931851663,-0.0034052918999466423
0.002246892573714645,-0.004400884592200715
0.0012963063209368605,-0.02662441007268595
-0.0013933239287391205,-0.0343316795341259
-0.001473476295093358,-0.00838081023663517
-0.0005962110726281332,-0.0024815096946599
-0.0005905696018930341,-0.002995600665388797
-0.0007354501269994317,-0.013608998945216964
-0.0033371970328505618,-0.04764985149617347
-0.00238169250895986,0.0059035573107486215
-0.0001275984077841654,-0.004238390092879097
0.0039643730470585135,-0.0013418275664257794
-0.004189083325299185,-0.0012945585558886434
-0.0013033325167291076,0.006202640628592576
-0.001477169858603732,0.0030573093368086368
-0.0012197956018120829,-0.013048338900534778
-0.0030952439024659753,-0.013939453122689153
-0.003420116330832795,-0.00022612652121478674
-0.0024676855743277644,0.008896477354421348
-0.001063227520491188,0.0031007751937984296
-0.0011797693990116022,-0.014013357498322738
-0.002102428163834871,0.004394825695846107
-0.0032202850819514003,-0.009685975329098734
-0.003960078923984288,-0.006372132540356829
-0.005465554038175364,-0.010578282549121274
-0.004876882086717486,0.010629734770064524
-0.005508413779116519,-0.0010500084980454322
-0.005054690089492878,-0.019334880123743403
-0.0047756152253244,-0.0046002292352688426
-0.005070467470334733,-0.00990837347288456
-0.00630229282222638,-0.027822410147991437
-0.005748553411739186,0.004193124479621184
-0.003348626718004224,-0.0006057546693589393
-0.004055445178725227,-0.0022919714846059702
-0.003462922858452385,0.007657127086526456
-0.0026323911838263443,-0.006359123903087892
-0.004911385564707807,-0.016559339507349745
-0.003991644163252017,-0.002391135673164798
-0.004234809216808709,-0.01631196635656946
-0.004733560090702948,-0.006505875077303679
-0.004327325982832254,-0.012414443474377868
-0.004780533992738203,-0.011448290972830915
-0.00435577084270803,0.006062009758507807
-0.004034572326496096,0.0
-0.004101462808633767,0.00440688766812085
-0.004788213460117225,-0.002382148281278313
-0.0009568736909192647,-0.00900079248781371
-0.0018284838470196611,-0.030156654658414685
-0.002014751660692546,-0.021636342550957206
-0.0026036199240104516,-0.004911532562750169
-0.0010174328678839947,0.008384962406015006
0.0001660110609129114,-0.001339285714285765
-0.001573969115523451,0.008406869631232602
0.0007844951614637029,0.0005546813955175809
-0.00017468303482389525,-0.0013056756736736447
0.00031385281385281033,0.009232954545454586
0.0018219293407263333,-0.02472203675211193
0.0005017561967315655,-0.011442583470169763
0.002209032004031903,-0.0034254639458332643
0.0014645260278024208,0.007967360152595667
0.004929738130631863,-0.026470029519694394
0.0032068641410052338,-0.00011974091962366063
-0.0010026598434092538,-0.004221871025149716
-0.0019923952140320647,-0.0034440211970228805
-0.001495067640506215,0.017976796190158406
-0.00010573808509991135,-0.006915983606557272
-0.0020705929262378304,0.0014111788006697338
-0.0017069897432113327,-0.004743303571428619
-0.0009585006700920504,0.007315395681839268
0.000201055540187159,0.00998884523070942
-0.0003482658564259672,-0.014575161190242828
-0.0008146582267635863,0.002572173040713745
-7.492372576239567e-05,-0.0025551684088269333
-0.0021113894117004337,-0.006468436725735118
-0.0029416654777263216,-0.009304790628551357
-0.00435902889533513,0.0005617113746553112
-0.003107053131549198,-0.014876265466816585
-0.0013933224041665496,-0.0018249872366651642
-0.0010173327836033698,0.0039013554887990603
-0.003330498866213149,0.0
-0.0036019387050886574,-0.0012710736468500483
-0.0032204604305732976,-0.00013683634373289655
-0.0033718431360595024,-0.0013869625520110632
-0.002707704543600619,0.002087242026266284
-0.002497067480955772,-0.02066050186350927
-0.003622359943069555,-0.008446947243627788
-0.0017881996548619454,0.011884753901560725
-0.0026700518257719973,-0.0037112137553041227
-0.002107734568620791,-0.00013402553580649235
-0.0032442952996130084,-0.011295910319963945
-0.0029982884272777128,-0.006387470011454979
-0.0019666392146063115,0.02281717860951976
-0.0006620083023231751,0.0023413651130194855
-0.001095771762309111,0.02007091723023685
0.0001334390583356556,0.0015541269652032475
-0.00045309875053927253,-0.0015503438944638817
-0.001263132457075,0.001419353677088001
-0.0008235423300757678,-0.03458877786318226
-0.0030525664012228462,-0.000702105354027797
-0.0024576186985254818,-0.0033178926564141117
-0.002383802275976978,-0.009156050955413865
-0.0020840449606178675,-0.0038059310110352637
-0.0017615612638435198,-0.011355178037807691
-0.0021310791783942804,0.005791583642706831
-1.2658204922012742e-05,-0.011968659668340176
-0.00121487795363793,0.0076923162347934315
-0.0015204771599602017,-0.004978823882572916
-0.0017406511405643004,-0.013755051497127045
-0.002029792029555872,0.0004097894137734695
-0.0009066516218090558,-0.004025358040491157
-0.0006465919701213814,0.0010030678938241933
-0.0018270063258721053,0.02123522051994723
7.180357903942432e-05,0.04708502847843758
0.004710621141548532,0.000582126519157984
0.0023806449909306434,-0.014776983122662846
0.0050240207492115935,-0.007429421944143866
0.003629534835210682,-0.015018773466833557
0.005391877505817586,0.03783376380818249
0.0022276395372737255,-0.05443950099192855
0.000272748312817999,-0.03393597056489049
-0.0013200876824148715,0.023515686822138455
0.004918200836897667,-0.017664670001032397
0.0010797090439991588,-0.043916696064516564
-0.0015312447874215073,-0.02506521827941657
-0.0011877688783777924,0.020860700648373778
0.0018174631971801755,0.027019835510401546
0.0022616598022581025,0.025643238172994784
0.002309466927200301,0.024119724776448824
0.0025367865009535656,0.017008780256288502
0.0016041198368601157,0.010327765607493261
0.005272767402851552,0.08596673189823878
0.007009494707090239,0.012988299822649563
0.004149000898405819,-0.15201200459176262
-0.0007965717100689878,0.026860180919760043
0.00045945443581907737,0.0028472734475316146
0.000422654268808121,-0.011834319526627168
0.0011015671041878687,0.001508786519296473
-0.0003894210745522737,0.0007379737609328834
0.0003310000842062609,-0.01121774511992025
0.0007186238103527279,0.0008623886109913417
8.205070776811132e-05,0.02727970677101399
0.0007925914652142227,-0.0005347117012744246
-0.0004241071428571446,-0.08830357142857134
-0.0035903875965810914,-0.020303714137199218
-0.002929552608362779,-0.007166533418999727
-0.0025643893552374083,0.021536790034446807
-0.0014701477699078647,-0.0015519817912023224
-0.0026250625649350172,0.009048921850870313
-0.0022392637610599794,0.0015221366324307576
-0.002542662514274788,-0.021966273484237825
-0.0038148454648976628,0.034763109377884564
-0.002174480015648432,0.07278528858410988
0.001635959254856283,0.03486501708011579
0.0010921495305026142,-0.002059740078068683
0.0007352941176470617,-0.012352941176470678
0.0022193174639830253,0.0020521095483388846
-0.0011851411746054677,-0.03210497135464794
-0.0003839411512045781,-0.010727947812346712
-0.0005761918155484884,0.02101817995857724
-0.0005633578577705115,-0.02683451056755234
-0.001084675086396181,0.002820894473650198
8.129928107606678e-05,0.022502117447769573
-0.0005715542661022329,-0.016253511551820612
-0.0017577500958119287,-0.007793497949046744
-0.0012060481273373498,0.010909018472530393
-0.0020657439677686774,0.0024092404583138717
3.065925117892677e-06,0.0009752472710500277
3.517559932367535e-05,-0.01024570050939219
0.0001891669541678798,0.005027233884451026
-0.0021979109521384804,-0.005398157407388423
-0.0025712908834919224,-0.012268281632169642
0.0005516004851553037,-0.017292418342680936
-0.0009953935654092177,-0.0015234656850441253
-0.003600973236009729,-0.011678832116788218
-0.00345832446435927,0.02326760158987664
-0.003730311858194631,0.0005940186149627933
-0.003813368600110635,-0.02728103231700357
-0.0033000571453847493,-0.003841928052454382
-0.003544155532408301,0.012496727826563025
-0.0037313136245742946,-0.005129263759455057
-0.0037898662144134976,-0.020156280719661048
-0.0030487310644221775,-0.017968191892733562
-0.003448661925499176,0.0014308992995628877
-0.0023359586905124484,0.04220453853183064
-0.0010775519643826117,0.00839573953549179
-0.001096842826249755,-0.00657413448800854
-0.0025440297005134803,0.001337137914145985
-0.003283958510940606,-0.05488331202046026
-0.0042517522189571425,-0.015097185583194443
-0.005598571193842643,0.015868779386238308
-0.005366754782861233,-0.0016286644951139912
-0.005103370171371153,-0.005074688690483119
-0.005267214799588902,0.0007194244604316058
-0.006155755323855161,-0.0016183149796328877
-0.005558865189864551,0.026687881741577817
-0.004315995165974697,0.0038440442079410516
-0.003716852505672382,-0.01127064791661065
-0.00413955204723399,-0.023742138364779924
-0.004970948214684367,0.010562830604439695
-0.0052579585746326575,-0.006853695156536792
-0.0048269880804127354,-0.0036514855008005862
-0.004207479117755178,0.005509332213628722
-0.003571213530069793,-0.0005388683461143851
-0.004395573134963105,-0.046448597522191444
-0.004056757746626555,-0.009985550164121709
-0.0035854250716001847,-0.0009417745592859806
-0.004698007774538385,-0.006360544217687077
-0.00419722692570478,-0.025829694323144137
-0.004072555734986506,-0.013360952453206437
-0.0035867075546618084,-0.02023182423484544
-0.004430816718418985,-0.016111729680011542
-0.004844679067293017,-0.008157695466123821
-0.005407796358655326,0.012385137834598492
-0.006484339049707992,-0.002098062385652222
-0.003441614483631291,-0.006542130365659794
-0.004510747154590615,-0.016441769010499444
-0.004849224020231861,-0.009798470370975705
-0.0029399678535656296,-0.013910598459916379
-0.003479585089225422,-0.02352627054415226
-0.00315973349469029,-0.02038511848653744
-0.0028845920452331727,0.005771777355156247
-0.0024085906704959924,-0.0008358827483164246
-0.0012353396039593795,-0.0012571131834606675
-0.001645350585984109,0.018637391324615935
-0.0009861486763380048,0.00670741050337642
-0.0016844158952478365,-0.005495311580368935
-0.002350533524446568,-0.011661729574773063
-0.001148778889173863,0.006013464991023287
-0.001776615660650307,-0.023290733539084084
-0.002135407509066125,-0.0017630113564543423
-0.0010624188171214795,0.00018650904588839515
-5.1739932167116365e-05,-0.02334641111651079
0.0013985533315890447,-0.00241698887532221
-0.0033817719686697195,0.000290360046457621
-0.003890180131358394,0.004111776126827322
-0.004390807220036946,-0.007919476803596972
-0.004181286549707602,0.010526315789473717
-0.004775954433497535,0.007096428571428551
-0.004383891269296892,0.0049960637899856275
-0.0032116155324845574,0.020241785968641565
-0.0010505608002106003,-0.039235065261044255
-0.0016845529184355932,-0.039401625175683685
-0.0027444797033149004,-0.00535088816612462
-0.002464283692693154,0.019852153624058837
-0.0011002223030773099,-0.004312357126758748
-0.0021622670807453404,0.0011999999999999789
-0.002191803616897677,0.006602538999568737
-0.0023172985608474706,0.02541807361382282
0.0003032938736891736,0.003973441582056727
-0.0014134255390924016,-0.011416660794254132
-0.0041744675930079755,-0.004860151572248006
-0.004315394709814374,-0.01689058347467249
-0.005431083686749572,0.0007217115705172184
-0.006242667063820142,0.010382895056964722
-0.006521608129729122,0.0018963662150926752
-0.006134453781512609,-0.027450980392156876
-0.003119437739253407,-0.0028084365300613777
-0.005847591623160048,0.004501263401151994
-0.005340934347685732,0.015646633111956767
-0.003683369206968842,-0.0069356955130631115
-0.003513532302424908,-0.027702441419403572
-0.004448441700430135,0.010748098422900802
-0.003880883536336801,0.01335228436198407
-0.002829410853746361,-0.0010348630781256232
-0.0033015296827468175,0.022950220157700464
-0.0025194485493191007,-0.0030549477839475953
-0.002870042252933725,-0.00747743556058339
-0.002820159092917648,-0.011754511251318885
-0.0036718968409281513,-0.07376263861709079
-0.0033329540178855246,-0.012729292181346934
-0.004825516655751755,-0.0038438757342529797
-0.004746396895787151,-0.0024593020412156017
-0.003713360528197148,0.01591320072332732
-0.003533559456141171,-0.034807901738327374
-0.0038301845937313895,0.0053879310344828015
-0.0035233737374231995,-0.027081855209565187
-0.00403660113874745,-0.010609431657877482
-0.005204945566233546,0.0400297102544721
-0.0025208224227686715,-0.0007380683347493833
-0.0028565720961430023,-0.0006895736493215589
-0.0020133698797663024,-0.01743156167718545
-0.0030398194430946,-0.009823447567157901
-0.0046593778259100705,-0.01628130747416838
-0.004531674253545303,-0.004154375614552671
-0.005307094266277937,-0.0007181729834790876
-0.003941916073478374,-0.007880033733923675
-0.0035468048734016407,-0.015545346769413174
-0.004280730816132904,0.005343046368073402
-0.0043117999079331,0.016298134498808618
-0.0022580551166100733,0.005945799883196942
0.00035526502771066927,-0.04166548244990771
-0.004862334407447181,-0.0028200214340565167
-0.00349198945866524,-0.00908581262249027
-0.0033558661559862013,0.0028628117913833046
-0.004122597846657297,-0.0041343352278551335
-0.003350397570394462,-0.008553981386258128
-0.0033092080480400647,-0.0062431104906675115
-0.0032777748462487857,0.03945077987205322
-0.003369163485286458,-0.004535439856653468
-0.001649921253586709,0.2578173581654526
0.007911186936648761,-0.08051524430834778
0.00452059405741617,0.048990645002461856
0.0037214885954381743,0.056722689075630134
0.007745429277453214,0.015353559412229212
0.008156924157459116,-0.061052980200991536
0.00308845717595116,-0.019323104375286195
0.0020996648088527753,-0.0425293077702064
0.001395175864832145,0.00037134961946984563
0.0008880945704321131,-0.005220687837498221
0.0008746427864074936,0.09529857397504454
0.0062968849647096255,0.03502066801898692
0.003752313120674985,0.006369932703807375
0.0017901771968217546,0.03037668429283788
0.0014924972928898796,-0.01833834974564863
-0.0017857142857142859,-0.03600000000000003
-0.0038892764726692636,0.002274067965029539
-0.002825866774480176,0.007926423595463996
-0.0012680947294886836,-0.0032538604501578527
-0.001154147164859707,0.0010700909577314097
-0.0008428355118815866,0.03259517629245068
-0.0010571828610485225,0.05340759650344237
0.000670410565684466,-0.007472298557153562
0.0012768116221453173,-0.008187124637289895
0.0004436246019188723,0.004546386338456107
-0.0002713059294167767,-0.038246668530425854
-0.001463684474588288,-0.014065788474692842
-0.0016482348540040295,-0.006117811856715115
-0.001491664887249557,-0.0020611803834058653
-0.001680576256719915,-0.030896201177100013
-0.0019773268631376245,0.030429498155596
-0.0010761899068262837,-0.023051242427392468
-0.0021424047015985185,-0.011687083535911065
-0.003159247569995741,-0.015203984819734334
-0.0036263736263736275,0.013076923076922986
-0.004287261601679396,-0.00046879397611919
-0.0018791859066473306,-0.009492117284616776
-0.0012976142738926105,-0.0005693199789140768
-0.002548617442352236,0.006215404209460651
-0.0007187231300673255,-0.0018467067523671335
-0.0004646068548226121,-0.007087475525203012
-1.2196234308271288e-05,0.003211950082725609
-0.0012885837706380977,0.0
-0.002256955509694588,0.006322173516331373
0.0018781101400581902,-0.00041712602105614677
-0.00012468428434069017,-0.013197301603527594
-0.0008462034512034572,-0.00536765235640594
-0.0006282817235099936,-0.0024079855150620187
-0.0011664732966357252,0.002499829199972667
-0.0008180794478170553,0.010464705362664617
-0.001077023397741499,-0.013847253122005933
-0.001421217135502846,0.031066372494943907
-0.000230665602627491,-0.029791798501045456
-0.0008228897657256476,0.00782947309863705
0.003353482918388498,0.011825643477567871
0.00040271984777041307,-0.0008045769738843174
-0.001120254519773306,0.006910576231965362
-0.0013563063486550034,-0.010747104331090733
-0.002844705938628591,-0.004342560228511294
-0.0012309920347574217,-0.00434467776973213
-0.001717665339586521,-0.0020539460539460474
-0.0012671171861418486,0.03240139118011815
-0.0003505054859417445,-0.014299304995891604
-0.0016853527037386986,-0.0034866286049815526
-0.0010339128117344393,-0.015447370309248809
-0.002266365692665932,0.0019546095667529262
-0.0018573968579881479,-0.009608764187400556
-0.002266551431825311,0.0031618692131551093
-0.0015361944328734032,0.007943901117332786
-0.0010571316924739558,0.03369978832882535
0.0006244507117361321,0.06870732797413023
0.003052146274151159,-0.028299611201109465
-0.0004913061790248211,-0.005890592799571682
-0.00030512428985931265,0.0334327682685977
0.0024443566895242246,-0.026965663466102352
-0.00042705478540829413,-0.025367852486496482
-0.002079934283114967,-0.01579657925408578
-0.0013101530204842112,0.00032338727346143916
-0.0027586206896551705,-0.024137931034482696
-0.003129222352101329,-0.0019131504191782704
-0.000857785713030138,0.0029376505124012976
-0.0020044898412245335,0.040144338420200446
7.84441012970855e-05,0.00558761720969593
0.001456100159608869,0.03954578175725354
0.004792891966693375,-0.05830782172124429
-0.000255197518779008,-0.0026454979079818626
-0.00013170800033946185,0.03639366223999566
0.00010598089144896885,-0.0083511436077648
-0.0008965090255839513,-0.015089946818653076
-0.0015018093894742554,0.00792968600463503
-0.0007417798811869904,-0.018757525747685713
-0.0019793857524508895,0.001051462901817846
-0.001115335101801835,0.06835864061248054
0.002485120637676548,-0.008175055907247116
0.0005551543135239692,-0.029256090925578876
-0.0008954338196377191,0.0059121548008387
-0.0023813570420597374,0.0029412118153195675
-0.0016819186203888988,0.006782750935417404
-0.001015203308089608,-0.0018062098627315364
-0.0025944985024254205,-0.010625377246522282
-0.003771102239828787,0.030964646804399143
-0.0014065255434364226,-0.0030345524956514776
-0.0013873071075636602,0.03648802736602064
0.0006767284055991806,-0.00701320132013197
8.201006549636182e-05,0.0741014701270429
0.0023039590222547483,0.037936293848771875
0.006646334091781962,-0.011094138640124344
0.0024274075770439516,0.057154586889494596
0.004718657528731749,0.05941073881385539
0.002856594741697865,-0.04354615503610204
0.0006628275562336301,0.08359573210996415
0.0037354716384476244,-0.008657245793054052
0.001516948143090981,-0.06117563650770491
0.001554944809004687,-0.016865529995781982
0.00189022782765977,0.1474489206990367
0.004344405408945192,0.07703782136624748
0.004805537769128387,-0.008181437738495995
0.00391277935020852,0.043156890875330256
0.0039098486194529365,0.03432264498109576
0.006346961064261928,0.09066136334215533
0.003911958500003671,-0.032196770240124954
0.004582082424055286,-0.02460044309870522
0.002769679300291543,-0.032244897959183616
0.002044789759995024,0.0031887350228433802
0.00040006319840955797,0.019858799560924147
-0.0005752773714754412,-0.03424833964155514
-0.002177816111183374,0.01469162462701945
-0.00042685235135958886,0.08100607028261142
0.0018458783915332353,-0.04193658258646661
2.5739163813075726e-05,0.014860707111842508
0.0012694766352333796,-0.037146056630939145
0.00032613450075544146,-0.007936620342988325
0.0006783408763776857,0.0547531156288838
0.0014895912706255,-0.006125645229169505
0.0009936543455544053,0.06330978582287478
0.002002904643482152,0.006981880144355972
0.003102800277944646,-0.04759639322960127
0.0020623091511541534,0.012709102960128076
0.0013330166750322328,-0.00684809099519195
0.001385635012703201,0.0012326777438749217
0.0014758426097711804,0.007865961199294532
0.0014978853383458641,-0.12006578947368429
-0.002164136249861662,0.00158500610351444
-0.0009377608456243931,0.009328385155192524
-0.0005567787506388631,-0.04229467970405627
-0.0015618630856362896,-0.003248711522331195
-0.0006425793210159756,0.009634454281849524
-0.0023459907459662762,-0.03830316076074004
-0.002842979210689042,-0.014982055814451748
-0.003587210354615567,0.011985326252499658
-0.0021137387148773713,-0.007932722912128912
-0.00174316826439915,0.024225114790008016
-0.0013775058959845433,0.011136193605546425
-0.0011905567048402944,0.008830436160488616
-0.002328896360505068,-0.05755779307125178
-0.003297439621912517,0.004046524732554804
-0.0029005586758920096,-0.05137362637362641
-0.00397466668578865,0.005542429532199395
-0.003095916718356182,0.06229198298748922
-0.00010813708478847823,-0.019077798541485773
-0.002170821335980267,0.018618924695886975
-0.0008166755179538972,0.04357166518275651
-0.0012734310625658759,0.00023026554388056882
-0.004129448256478332,-0.0005588295061980386
-0.004157920579052098,0.07046878019613471
0.0005584009055699026,-0.0038440466996235794
-0.0009429741056728035,-0.03367759317467445
-0.001698281414498261,0.021217382107527757
-0.001735497926549046,-0.011564385131264121
-0.0008041407287564173,-0.04481867440465049
-0.0018806196779642132,-0.006510854212115961
-0.0008871347037859906,0.03540424733700853
-0.0001576160731962556,-0.0830211123454569
-0.0015837856464110233,0.15154366176538783
0.0011721119652016512,0.027620710823027098
6.100266193434849e-06,0.014080179829995584
0.0004283739522721933,-0.05359059182460768
-0.001873478042732245,0.10877153891859773
0.0015892063594635537,-0.0034021700697042245
0.0013121858749788784,0.056782704269683314
0.0023544829297282954,0.006634624446329261
0.004458515604469223,-0.07839428238601415
-0.0008267311684942908,0.012782619059303509
0.0008609855498676237,0.06747951414871961
0.0013482462339063795,-0.01638368466156562
-0.0009034774749060459,0.0062146187146187104
-0.00185185185185185,-0.03296296296296297
-0.001401096751029789,-0.0009593830740517781
-2.1840994827706305e-05,-0.01994592073396211
-0.0002498168802758847,0.018943229839621014
0.002017021688519939,-0.023938588049754267
-0.0003559433371514179,-0.07407536462539116
-0.0006529555426319455,0.006837129950155095
-0.0010314680559278494,-0.020607455295293297
-0.0018493394876944282,0.0013263660870967075
-0.0010376766484816024,0.008391979727504384
-0.001082399433676167,-0.045648560852156767
-0.00141048259504471,-0.04978977544194937
-0.002148309471012576,0.01715603988614834
-0.0028367204275389422,-0.007282667261208014
-0.0026235388869966006,0.05547833247302303
-0.0005033649317040842,-0.013356164951307727
-0.0016544826034193296,0.004395547456650796
-0.001928231215286446,0.027731438906885106
-0.001994225888034052,0.010678006809556467
-0.002390326209223846,-0.03149606299212593
-0.0033798861401471174,0.0003840267814442887
