STF_ActualReturnPerDay, STF_ActualReturnPerDay[n-1], STF_ActualReturnPerDay[n-2], STF_ActualReturnPerDay[n-3], STF_ActualReturnPerDay[n-4], STF_ActualReturnPerDay[n-5], STF_ActualReturnPerDay[n-6], STF_ActualReturnPerDay[n-7], STF_ActualReturnPerDay[n-8], STF_ActualReturnPerDay[n-9], STF_ActualReturnPerDay[n-10], STF_ActualReturnPerDay[n-11], STF_ActualReturnPerDay[n-12], STF_ActualReturnPerDay[n-13], STF_ActualReturnPerDay[n-14], STF_ActualReturnPerDay[n-15], STF_ActualReturnPerDay[n-16], STF_ActualReturnPerDay[n-17], STF_ActualReturnPerDay[n-18], STF_ActualReturnPerDay[n-19], STF_ActualReturnPerDay[n-20]
-0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954, -0.0079039897102733, 0.01769805509610453, 0.019831507824368676, 0.039282229769883575, -0.024486971927788065, -0.0016029634502634348, 0.004654920746949524, -0.07304776633719952
0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954, -0.0079039897102733, 0.01769805509610453, 0.019831507824368676, 0.039282229769883575, -0.024486971927788065, -0.0016029634502634348, 0.004654920746949524
-0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954, -0.0079039897102733, 0.01769805509610453, 0.019831507824368676, 0.039282229769883575, -0.024486971927788065, -0.0016029634502634348
0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954, -0.0079039897102733, 0.01769805509610453, 0.019831507824368676, 0.039282229769883575, -0.024486971927788065
0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954, -0.0079039897102733, 0.01769805509610453, 0.019831507824368676, 0.039282229769883575
-0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954, -0.0079039897102733, 0.01769805509610453, 0.019831507824368676
-0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954, -0.0079039897102733, 0.01769805509610453
-0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954, -0.0079039897102733
-0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428, -0.03470401715909954
0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866, -0.012240021770439428
-0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884, 0.04296116260809866
0.0, -0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415, 0.025899321124753884
-0.02305523590333727, 0.0, -0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575, 0.0169285205799415
-0.004357421438748009, -0.02305523590333727, 0.0, -0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652, -0.039634128086604575
9.271621421151822e-05, -0.004357421438748009, -0.02305523590333727, 0.0, -0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0, -0.011147318641108652
-0.013994169096209699, 9.271621421151822e-05, -0.004357421438748009, -0.02305523590333727, 0.0, -0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306, 0.0
0.006053859560353016, -0.013994169096209699, 9.271621421151822e-05, -0.004357421438748009, -0.02305523590333727, 0.0, -0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814, 0.004319173392914306
-0.023255813953488302, 0.006053859560353016, -0.013994169096209699, 9.271621421151822e-05, -0.004357421438748009, -0.02305523590333727, 0.0, -0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318, 0.010420020004106814
-0.0590170068027211, -0.023255813953488302, 0.006053859560353016, -0.013994169096209699, 9.271621421151822e-05, -0.004357421438748009, -0.02305523590333727, 0.0, -0.0231264459799832, 0.003941204691695363, -0.017297864428389344, -0.007423538981601631, -0.004080835792156783, -0.002672643389139259, 0.0014024786865479732, 0.007613574165298382, -0.010849785315796875, 0.0008437338296327142, -0.06210806417493353, 0.0017165034642957285, -0.009368836291913318
